unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID
29414,European-American/White,European-American/White,,2020-12-31,Beaumont,TX,77707,Jefferson,Beaumont Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,48245001302
29415,Hispanic/Latino,Hispanic/Latino,,2020-12-31,Miami,FL,33133,Miami-Dade,Miami Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12086007007
29404,Asian/Pacific Islander,Asian/Pacific Islander,,2020-12-30,Stroudsburg,PA,18360,Monroe,Pennsylvania State Police,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,42089301101
29406,African-American/Black,African-American/Black,,2020-12-30,Minneapolis,MN,55407,Hennepin,Minneapolis Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,27053109700
29407,European-American/White,European-American/White,,2020-12-30,Wichita,KS,67203,Sedgwick,Wichita Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Not fleeing,Deadly force,20173001400
29409,Asian/Pacific Islander,Asian/Pacific Islander,,2020-12-30,Ammon,ID,83406,Bonneville,Bonneville County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,16019970505
29410,Race unspecified,European-American/White,0.966773,2020-12-30,Waverly,TN,37185,Humphreys,"Waverly Police Department, Humphreys County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,47085130300
29411,African-American/Black,African-American/Black,,2020-12-30,Keyser,WV,26726,Mineral,Mineral County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,54057010500
29399,Race unspecified,,,2020-12-29,Brooklyn,NY,11212,New York City,City of New York Police Department,Gunshot,Armed,Edged weapon/Machete,Advanced on officer(s),Not fleeing,Deadly force,36047089800
29390,African-American/Black,African-American/Black,,2020-12-29,Atlanta,GA,30310,Fulton,U.S. Marshals Service,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,13121006300
29397,African-American/Black,African-American/Black,,2020-12-29,Charleston,SC,29403,Charleston,Charleston Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,45019005400
29400,European-American/White,European-American/White,,2020-12-29,Modesto,CA,95358,Stanislaus,Modesto Police Department,Gunshot,Unarmed,None,Uncertain,Not fleeing,Deadly force,06099000601
29402,African-American/Black,African-American/Black,,2020-12-29,Highland,CA,92410,San Bernardino,San Bernardino Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,06071006304
29383,Race unspecified,European-American/White,0.970281,2020-12-28,Warrenton,OR,97146,Clatsop,Clatsop County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,41007951300
29384,Hispanic/Latino,Hispanic/Latino,,2020-12-28,Brockton,MA,02301,Plymouth,Brockton Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,25023510501
29385,Asian/Pacific Islander,Asian/Pacific Islander,,2020-12-28,Kaneohe,HI,96744,Honolulu,Honolulu Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,15003010305
29386,African-American/Black,African-American/Black,,2020-12-28,Phoenix,AZ,85017,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04013116900
29387,African-American/Black,African-American/Black,,2020-12-28,Denver,CO,80220,Denver,Denver Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,08031004310
29392,Race unspecified,European-American/White,0.613431,2020-12-28,Phoenix,AZ,85017,Maricopa,Phoenix Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,04013106900
29393,Race unspecified,,,2020-12-28,Holyoke,CO,80734,Phillips,Holyoke Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,08095967600
29394,Race unspecified,,,2020-12-28,Hesperia,CA,92345,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Sudden threatening movement,Not fleeing,Deadly force,06071010019
29379,European-American/White,European-American/White,,2020-12-27,Lewiston,ID,83501,Nez Perce,Lewiston Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,16069961000
29380,African-American/Black,African-American/Black,,2020-12-27,Davisboro,GA,31018,Washington,Georgia Department of Corrections,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,13303950500
29378,African-American/Black,African-American/Black,,2020-12-26,Hartford,CT,06114,Hartford,Hartford Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,09003502400
29369,African-American/Black,African-American/Black,,2020-12-25,Houston,TX,77032,Harris,Harris County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,48201222702
29366,Hispanic/Latino,Hispanic/Latino,,2020-12-25,Philadelphia,PA,19134,Philadelphia,Philadelphia Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,No,42101018801
29367,Hispanic/Latino,Hispanic/Latino,,2020-12-25,Philadelphia,PA,19134,Philadelphia,Philadelphia Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,42101018801
29370,Hispanic/Latino,Hispanic/Latino,,2020-12-25,Rio Rico,AZ,85648,Santa Cruz,Santa Cruz County Sheriff's Office,Gunshot,Armed,Vehicle,Intentional vehicular assault,Not fleeing,Deadly force,04023966110
29361,Race unspecified,African-American/Black,0.648259,2020-12-24,Oakland,TN,38060,Fayette,Oakland Police Department,Gunshot,Armed,Edged weapon/Knives,Used weapon,Not fleeing,Deadly force,47047060402
29364,European-American/White,European-American/White,,2020-12-24,Redding,CA,96003,Shasta,Redding Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06089010803
29359,European-American/White,European-American/White,,2020-12-23,Dalton,NH,03598,Coos,New Hampshire State Police,Gunshot,Armed,Firearm/Uncertain,Used weapon,Not fleeing,Deadly force,33007951100
29668,Asian/Pacific Islander,Asian/Pacific Islander,,2020-12-23,Antioch,CA,94509,Contra Costa,Antioch Police Department,Asphyxiated/Restrained,Unarmed,None,None,Not fleeing,Less-than-lethal force,06013305000
29348,African-American/Black,African-American/Black,,2020-12-22,Columbus,OH,43221,Franklin,Columbus Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,39049007811
29351,Hispanic/Latino,Hispanic/Latino,,2020-12-22,Glendale,AZ,85301,Maricopa,Glendale Police Department,Gunshot,Armed,Blunt object/Metal bar,Advanced toward officer(s),Not fleeing,Deadly force,04013092600
29353,European-American/White,European-American/White,,2020-12-22,Joliet,IL,60433,Will,Joliet Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,17197882400
29345,African-American/Black,African-American/Black,,2020-12-21,Mobile,AL,36609,Mobile,Prichard Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,01097003207
29347,European-American/White,European-American/White,,2020-12-21,Wichita,KS,67206,Sedgwick,Wichita Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,20173007301
29342,European-American/White,European-American/White,,2020-12-20,Standish,ME,04084,Cumberland,Gorham Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Pursuit,23005017004
29343,European-American/White,European-American/White,,2020-12-20,Anchorage,AK,99508,Anchorage,Anchorage Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Foot,Deadly force,02020000802
29341,Hispanic/Latino,Hispanic/Latino,,2020-12-19,Lennox,CA,90304,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06037601801
29334,European-American/White,European-American/White,,2020-12-18,Oshtemo Township,MI,49009,Kalamazoo,Kalamazoo County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,26077002908
29335,African-American/Black,African-American/Black,,2020-12-18,Chicago,IL,60651,Cook,Chicago Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,17031250700
29336,European-American/White,European-American/White,,2020-12-18,Jefferson,ME,04348,Lincoln,Lincoln County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,23015975100
29337,Hispanic/Latino,Hispanic/Latino,,2020-12-18,Nampa,ID,83687,Canyon,Nampa Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,16027020200
29338,Race unspecified,,,2020-12-18,Bakersfield,CA,93313,Kern,Bakersfield Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,06029003211
29339,Race unspecified,,,2020-12-18,Lucerne Valley,CA,92356,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,None,Fleeing/Vehicle,Deadly force,06071012103
29328,European-American/White,European-American/White,,2020-12-17,Daytona Beach,FL,32114,Volusia,Daytona Beach Police Department,Gunshot,Armed,Edged weapon/Glass shard,Advanced toward officer(s),Not fleeing,Deadly force,12127082302
29329,African-American/Black,African-American/Black,,2020-12-17,Smyrna,GA,30082,Cobb,Cobb County Sheriff's Office,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,13067031117
29330,European-American/White,European-American/White,,2020-12-17,Sevierville,TN,37862,Sevier,Sevierville Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,47155080804
29332,Race unspecified,European-American/White,0.964588,2020-12-17,Auburn,WA,98002,King,Auburn Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,53033030600
29324,European-American/White,European-American/White,,2020-12-16,Orlando,FL,32814,Orange,Orlando Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,12095018202
29325,European-American/White,European-American/White,,2020-12-16,Deming,NM,88030,Luna,U.S. Customs and Border Protection,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,35029000500
29326,African-American/Black,African-American/Black,,2020-12-16,Concord Mills,NC,28027,Cabarrus,Concord Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,37025042602
29321,European-American/White,European-American/White,,2020-12-15,Pearland,TX,77584,Brazoria,Pearland Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,48039660609
29317,European-American/White,European-American/White,,2020-12-15,Greenfield,IN,46140,Hancock,Greenfield Police Department,Tasered,Unarmed,None,None,Fleeing/Foot,Less-than-lethal force,18059410301
29319,Native American/Alaskan,Native American/Alaskan,,2020-12-15,Jurupa Valley,CA,92509,Riverside,Riverside County Sheriff's Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,06065040204
29323,Hispanic/Latino,Hispanic/Latino,,2020-12-15,Kennewick,WA,99337,Benton,Kennewick Police Department,Asphyxiated/Restrained,Unarmed,None,None,Not fleeing,Less-than-lethal force,53005011505
29458,Native American/Alaskan,Native American/Alaskan,,2020-12-15,Glenpool,OK,74033,Tulsa,Glenpool Police Department,Gunshot,Armed,Edged weapon/Butcher knife,Advanced toward officer(s),Not fleeing,Deadly force,40143007705
29316,European-American/White,European-American/White,,2020-12-14,Houston,TX,77034,Harris,Pasadena Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,48201321101
29457,Race unspecified,,,2020-12-14,Farmington,NM,87401,San Juan,"Farmington Police Department, New Mexico State Police, San Juan County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,35045000402
29312,Hispanic/Latino,Hispanic/Latino,,2020-12-13,Sacramento,CA,95834,Sacramento,Sacramento Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06067007016
29313,Hispanic/Latino,Hispanic/Latino,,2020-12-13,New York,NY,10025,New York City,City of New York Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,36061019701
29314,Race unspecified,Race unspecified,,2020-12-13,Huntington,IN,46750,Huntington,Huntington Police Department,Gunshot,Armed,Vehicle,Used weapon,Not fleeing,Deadly force,18069961900
29315,Race unspecified,European-American/White,0.94334,2020-12-13,Farmington,UT,84025,Davis,Farmington Police Department,Gunshot,Armed,Uncertain,Advanced toward officer(s),Not fleeing,Deadly force,49011126206
29308,African-American/Black,African-American/Black,,2020-12-11,Houston,TX,77088,Harris,Texas Department of Public Safety,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,48201532800
29305,African-American/Black,African-American/Black,,2020-12-11,Oklahoma City,OK,73120,Oklahoma,Oklahoma City Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,40109108307
29309,Race unspecified,,,2020-12-11,Trout Creek,MT,59874,Sanders,Kalispell Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,30089000202
29301,Hispanic/Latino,Hispanic/Latino,,2020-12-10,Rehoboth Beach,DE,19971,Sussex,Milford Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,10005051017
29296,Race unspecified,African-American/Black,0.981214,2020-12-10,Gary,IN,46406,Lake,Gary Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,18089010304
29297,European-American/White,European-American/White,,2020-12-10,Montclair,VA,22025,Prince William,Prince William County Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,51153901012
29299,European-American/White,European-American/White,,2020-12-10,Middleway,WV,25430,Jefferson,"Jefferson County Sheriff's Office, Ranson City Police Department, West Virginia State Police",Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,54037972300
29300,European-American/White,European-American/White,,2020-12-10,Bivins,TX,75555,Cass,Cass County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,48067950500
29302,Hispanic/Latino,Hispanic/Latino,,2020-12-10,Odessa,TX,79763,Ector,Ector County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,48135002000
14892,Hispanic/Latino,Hispanic/Latino,,2020-12-09,Marathon,TX,79842,Brewster,Brewster County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,48043950500
29289,African-American/Black,African-American/Black,,2020-12-09,Fort Atkinson,WI,53538,Jefferson,Wisconsin State Patrol,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,55055101300
29290,European-American/White,European-American/White,,2020-12-09,Oxford,MS,38655,Lafayette,Oxford Police Department,Gunshot,Armed,Fiream/Shotgun,Brandished weapon,Not fleeing,Deadly force,28071950203
29291,Hispanic/Latino,Hispanic/Latino,,2020-12-09,Chicago,IL,60638,Cook,Chicago Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,17031561000
29292,African-American/Black,African-American/Black,,2020-12-09,La Marque,TX,77568,Galveston,La Marque Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Not fleeing,Deadly force,48167723000
29285,African-American/Black,African-American/Black,,2020-12-08,Gates,OR,97346,Linn,"Linn County Sheriff's Office, Oregon State Police",Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Fleeing/Vehicle,Deadly force,41047010600
29286,European-American/White,European-American/White,,2020-12-08,Las Vegas,NV,89148,Clark,Las Vegas Metropolitan Police Department,Gunshot,Armed,Blunt object/Hammer,Brandished weapon,Not fleeing,Deadly force,32003005864
29287,European-American/White,European-American/White,,2020-12-08,Riverview,FL,33578,Hillsborough,Hillsborough County Sheriff's Office,Gunshot,Unarmed,None,Reached to waist,Fleeing/Vehicle,Deadly force,12057013410
29280,Race unspecified,European-American/White,0.942633,2020-12-07,Cave Junction,OR,97523,Josephine,"Grants Pass Department of Public Safety, Oregon State Police, Josephine County Sheriff's Office",Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,41033361601
29281,Race unspecified,European-American/White,0.94129,2020-12-07,Cave Junction,OR,97523,Josephine,"Grants Pass Department of Public Safety, Oregon State Police, Josephine County Sheriff's Office",Gunshot,Unarmed,None,None,Not fleeing,Deadly force,41033361601
29284,African-American/Black,African-American/Black,,2020-12-07,Flint,MI,48507,Genesee,Michigan State Police,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,26049013500
29269,Hispanic/Latino,Hispanic/Latino,,2020-12-06,Rowland Heights,CA,91748,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Armed,Vehicle,Intentional vehicular assault,Fleeing/Vehicle,Deadly force,06037408724
29268,African-American/Black,African-American/Black,,2020-12-06,St. Louis,MO,63116,St. Louis City,St. Louis Metropolitan Police Department,Gunshot,Armed,Edged weapon/Screwdriver,Advanced toward officer(s),Not fleeing,Deadly force,29510115300
29279,African-American/Black,African-American/Black,,2020-12-06,Dayton,OH,45403,Montgomery,Dayton Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,39113002000
29574,African-American/Black,African-American/Black,,2020-12-06,Goose Creek,SC,29445,Berkeley,Hanahan Police Department,Gunshot,Armed,Firearm/Handgun,Self-inflicted injury,Fleeing/Vehicle,Deadly force,45015020804
29262,European-American/White,European-American/White,,2020-12-05,Mountain Iron,MN,55768,St. Louis,St. Louis County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Sudden threatening movement,Not fleeing,Deadly force,27137012800
29264,African-American/Black,African-American/Black,,2020-12-05,Toledo,OH,43605,Lucas,Toledo Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,39095005101
29265,Race unspecified,,,2020-12-05,Mesquite,TX,75043,Dallas,"Jefferson Police Department, Seven Points Police Department",Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,48113018130
29266,Race unspecified,European-American/White,0.955161,2020-12-05,Savannah,GA,31419,Chatham,Savannah Police Department,Gunshot,Armed,Edged weapon/Razor knife,Advanced toward officer(s),Not fleeing,Deadly force,13051010901
29256,African-American/Black,African-American/Black,,2020-12-04,Bronx,NY,10466,Bronx,"City of New York Police Department, U.S. Marshals Service",Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,36005042800
29257,African-American/Black,African-American/Black,,2020-12-04,Columbus,OH,43224,Franklin,Franklin County Sheriff's Office,Gunshot,Uncertain,Firearm/Gun,Uncertain,Not fleeing,Deadly force,39049007722
29258,European-American/White,European-American/White,,2020-12-04,Buckeye,AZ,85326,Maricopa,U.S. Federal Bureau of Investigation,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04013050604
29260,European-American/White,European-American/White,,2020-12-04,Spokane,WA,99260,Spokane,Spokane County Detention Services,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53063002400
29261,European-American/White,European-American/White,,2020-12-04,Prichard,WV,25555,Wayne,West Virginia State Police,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,54099020700
29252,European-American/White,European-American/White,,2020-12-03,Mansfield,OH,44907,Richland,Richland County Sheriff's Office,Gunshot,Unarmed,None,Advanced toward officer(s),Not fleeing,Deadly force,39139002101
29253,African-American/Black,African-American/Black,,2020-12-03,Detroit,MI,48215,Wayne,Detroit Police Department,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,26163512800
29254,African-American/Black,African-American/Black,,2020-12-03,East Nashville,TN,37206,Davidson,Metropolitan Nashville Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,47037011700
29255,African-American/Black,African-American/Black,,2020-12-03,Phoenix,AZ,85021,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04013104402
29247,Hispanic/Latino,Hispanic/Latino,,2020-12-02,Redding,CA,96003,Shasta,Redding Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,06089010300
29248,African-American/Black,African-American/Black,,2020-12-02,St. Petersburg,FL,33705,Pinellas,St. Petersburg Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,12103020600
29222,European-American/White,European-American/White,,2020-12-01,Rutherfordton,NC,28139,Rutherford,Rutherford County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Struggled,Not fleeing,Deadly force,37161960503
29243,African-American/Black,African-American/Black,,2020-12-01,Pineville,LA,71360,Rapides,U.S. Bureau of Investigation,Gunshot,Armed,Firearm/gun,Used weapon,Not fleeing,Deadly force,22079011300
29227,African-American/Black,African-American/Black,,2020-11-30,Ferry Pass,FL,32504,Escambia,Escambia County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,12033001101
29231,African-American/Black,African-American/Black,,2020-11-30,Phoenix,AZ,85015,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,04013116900
29230,African-American/Black,African-American/Black,,2020-11-29,Houma,LA,70364,Terrebonne,"Houma Police Department, Terrebonne Parish Sheriff's Office",Gunshot,Armed,Firearm/gun,Used weapon,Not fleeing,Deadly force,22109000501
29217,Hispanic/Latino,Hispanic/Latino,,2020-11-29,San Angelo,TX,76901,Tom Green,San Angelo Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48451001200
29218,African-American/Black,African-American/Black,,2020-11-29,Fayetteville,GA,30215,Fayette,Fayette County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,13113140501
29220,European-American/White,European-American/White,,2020-11-27,Amberg,WI,54102,Marinette,Marinette County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,55075960200
29228,Race unspecified,,,2020-11-27,Wilsonville,OR,97070,Clackamas,"Clackamas County Sheriff's Office, Tualatin Police Department",Gunshot,Armed,Firearm/Handgun,Uncertain,Not fleeing,Deadly force,41005022708
29232,Hispanic/Latino,Hispanic/Latino,,2020-11-27,San Bernardino,CA,92407,San Bernardino,San Bernardino Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06071004103
29454,Race unspecified,,,2020-11-27,Philadelphia,PA,19146,Philadelphia,Philadelphia Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,42101003300
29221,African-American/Black,African-American/Black,,2020-11-26,Culpeper,VA,22701,Culpeper,Culpeper County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Advanced toward officer(s),Not fleeing,Deadly force,51047930101
29226,Hispanic/Latino,Hispanic/Latino,,2020-11-26,Lubbock,TX,79407,Lubbock,Lubbock County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,48303010419
29223,European-American/White,European-American/White,,2020-11-25,San Antonio,TX,78233,Bexar,San Antonio Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,48029121803
29214,African-American/Black,African-American/Black,,2020-11-24,Queens,NY,11434,New York City,City of New York Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,36081032000
29225,Hispanic/Latino,Hispanic/Latino,,2020-11-24,Deming,NM,88030,Luna,Deming Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,35029000500
29209,Hispanic/Latino,Hispanic/Latino,,2020-11-23,Miami,FL,33174,Miami-Dade,Miami Police Department,Gunshot,Armed,Edged weapon/Screwdriver,Uncertain,Not fleeing,Deadly force,12086009055
29212,European-American/White,European-American/White,,2020-11-23,Oklahoma City,OK,73139,Oklahoma,Oklahoma City Police Department,Gunshot,Unarmed,None,Reached to waist,Not fleeing,Deadly force,40109107206
29203,Race unspecified,Race unspecified,,2020-11-22,Spokane Valley,WA,99206,Spokane,Spokane County Sheriff's Office,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,53063012000
29204,Race unspecified,,,2020-11-22,Beaumont,CA,92223,Riverside,"Beaumont Police Department, California Highway Patrol",Gunshot,Armed,Edged weapon/Knife,Advanced on officer(s),Not fleeing,Deadly force,06065044000
29205,European-American/White,European-American/White,,2020-11-22,Louisville,KY,40212,Jefferson,Louisville Metro Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,21111002300
29206,European-American/White,European-American/White,,2020-11-22,Eau Claire,WI,54701,Eau Claire,Eau Claire County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,55035000803
29207,Race unspecified,European-American/White,0.513639,2020-11-22,Nashville,GA,31639,Berrien,Nashville Police Department,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Not fleeing,Deadly force,13019970400
29208,European-American/White,European-American/White,,2020-11-22,Ohatchee,AL,36271,Calhoun,Calhoun County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,01015002504
29199,European-American/White,European-American/White,,2020-11-21,New Smyrna Beach,FL,32168,Volusia,"Volusia County Sheriff's Office, New Smyrna Beach Police Department",Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,12127082802
29200,European-American/White,European-American/White,,2020-11-21,Oro Valley,AZ,85737,Pima,Oro Valley Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,04019004635
29195,European-American/White,European-American/White,,2020-11-20,Robert,LA,70455,Tangipahoa,Tangipahoa Parish Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Not fleeing,Deadly force,22105953702
29194,European-American/White,European-American/White,,2020-11-20,Evansville,IN,47711,Vanderburgh,"Evansville Police Department, Vanderburgh County Sheriff's Office",Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,18163002300
29196,Race unspecified,,,2020-11-20,Upper Darby,PA,19082,Delaware,Upper Darby Police Department,Gunshot,Unarmed,None,Struggled,Fleeing/Foot,Deadly force,42101980800
29189,African-American/Black,African-American/Black,,2020-11-19,Omaha,NE,68147,Douglas,Omaha Police Department,Gunshot,Armed,Firearm/Gun,Struggled,Not fleeing,Deadly force,31055002900
29190,European-American/White,European-American/White,,2020-11-19,Lawton,OK,73505,Comanche,Lawton Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,40031000402
29192,European-American/White,European-American/White,,2020-11-19,Oklahoma City,OK,73109,Oklahoma,Oklahoma City Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,40109107223
29233,African-American/Black,African-American/Black,,2020-11-19,Los Lunas,NM,87031,Valencia,New Mexico State Police,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,35061970302
29188,Hispanic/Latino,Hispanic/Latino,,2020-11-18,Tyler,TX,75701,Smith,Tyler Junior College Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,48423000900
